,peak mean
63970,0.12220391
63971,0.019487824
63972,0.0036184806
63973,0.0041343225
63974,0.06709224
63975,0.012352158
63976,0.05442146
63977,0.022023978
63978,0.011328658
63979,0.0051653264
63980,0.038104642
63981,0.029091086
63982,0.21784753
63983,0.0685439
63984,0.26661757
63985,0.04851885
63986,0.0051653264
63987,0.022530414
63988,0.34406275
63989,0.0504903
63990,0.0051653264
63991,0.09949143
63992,0.014396137
63993,0.0051653264
63994,0.049012054
63995,0.047531728
63996,0.0072239153
63997,0.08437549
63998,0.55687475
63999,0.006709666
64000,0.062724315
64001,0.005680371
64002,0.016435947
64003,0.015926413
64004,0.03160303
64005,0.0031023729
64006,0.5334573
64007,0.22034328
64008,0.027076954
64009,0.03910123
64010,0.008765199
64011,0.24008882
64012,0.15909523
64013,0.037606034
64014,0.011840538
64015,0.008251741
64016,0.27805543
64017,0.09526317
64018,0.48809335
64019,0.20527396
64020,0.03860312
64021,0.26463223
64022,0.2119995
64023,0.010304109
64024,0.070958905
64025,0.069993585
64026,0.45447657
64027,0.09808403
64028,0.11945037
64029,0.07240498
64030,0.7519719
64031,0.08246979
64032,0.019487824
64033,0.026572816
64034,0.015926413
64035,0.013885563
64036,0.018979844
64037,0.050982524
64038,0.28040543
64039,0.03059906
64040,0.009278392
64041,0.1376659
64042,0.5875561
64043,0.18050748
64044,0.1599783
64045,0.006709666
64046,0.15776931
64047,0.21158051
64048,0.21241835
64049,0.008251741
64050,0.04802541
64051,0.07577115
64052,0.12082814
64053,0.0061951503
64054,0.013374727
64055,0.030096576
64056,0.013374727
64057,0.02959396
64058,0.018471487
64059,0.006709666
64060,0.0077380193
64061,0.03160303
64062,0.011840538
64063,0.01490645
64064,0.008765199
64065,0.13087378
64066,0.018979844
64067,0.012863516
64068,0.031101173
64069,0.009278392
64070,0.015926413
64071,0.3575542
64072,0.13721454
64073,0.06321056
64074,0.055401817
64075,0.104168735
64076,0.04406886
64077,0.013885563
64078,0.005680371
64079,0.027580958
64080,0.017454235
64081,0.020503009
64082,0.030096693
64083,0.45906854
64084,0.56131583
64085,0.19040224
64086,0.08770167
64087,0.022023978
64088,0.0051653264
64089,0.009791323
64090,0.013374727
64091,0.012863516
64092,0.0077380193
64093,0.029091086
64094,0.021517284
64095,0.004650017
64096,0.008765199
64097,0.03910123
64098,0.01490645
64099,0.015416503
64100,0.0051653264
64101,0.009278392
64102,0.03910123
64103,0.06806025
64104,0.022530414
64105,0.0072239153
64106,0.035608996
64107,0.019487824
64108,0.023542518
64109,0.16306263
64110,0.0051653264
64111,0.0061951503
64112,0.016435947
64113,0.046049092
64114,0.019487824
64115,0.012863516
64116,0.0077380193
64117,0.056870658
64118,0.26144755
64119,0.37443402
64120,0.09432103
64121,0.123120055
64122,0.04703779
64123,0.7179534
64124,0.0036184806
64125,0.14171898
64126,0.06806025
64127,0.26741055
64128,0.11207023
64129,0.23805007
64130,0.025058875
64131,0.04307733
64132,0.0051653264
64133,0.023542518
64134,0.14799146
64135,0.15997818
64136,0.009791323
64137,0.013885563
64138,0.0072239153
64139,0.027076954
64140,0.012863516
64141,0.1951001
64142,0.58323073
64143,0.037606034
64144,0.024048187
64145,0.016945222
64146,0.025058875
64147,0.14530799
64148,0.021517284
64149,0.028587965
64150,0.07816867
64151,0.042581197
64152,0.04456437
64153,0.019995546
64154,0.047037683
64155,0.008765199
64156,0.18954566
64157,0.06951063
64158,0.03460904
64159,0.016945222
64160,0.059313864
64161,0.51072156
64162,0.021517284
64163,0.021010218
64164,0.017454235
64165,0.0504903
64166,0.11299581
64167,0.0072239153
64168,0.0395991
64169,0.008765199
64170,0.0077380193
64171,0.013885563
64172,0.0077380193
64173,0.018471487
64174,0.021517284
64175,0.0504903
64176,0.026068423
64177,0.004650017
64178,0.0036184806
64179,0.012863516
64180,0.73299456
64181,0.17138697
64182,0.09996024
64183,0.012352158
64184,0.037606034
64185,0.009791323
64186,0.03059906
64187,0.06321056
64188,0.30666146
64189,0.07288655
64190,0.07240498
64191,0.29670364
64192,0.31274053
64193,0.6690373
64194,0.025058875
64195,0.016945222
64196,0.0036184806
64197,0.23067611
64198,0.0867524
64199,0.08246979
64200,0.1285996
64201,0.07288655
64202,0.019487824
64203,0.155112
64204,0.0985534
64205,0.100428715
64206,0.7080533
64207,0.5032358
64208,0.29246083
64209,0.01796299
64210,0.030096576
64211,0.060289435
64212,0.17182305
64213,0.04654351
64214,0.11622829
64215,0.4056371
64216,0.008251741
64217,0.06951063
64218,0.12036913
64219,0.085326925
64220,0.44290432
64221,0.03610872
64222,0.2916873
64223,0.14126934
64224,0.30207807
64225,0.09432103
64226,0.010304109
64227,0.103235066
64228,0.104168735
64229,0.08912376
64230,0.049505007
64231,0.008251741
64232,0.03460904
64233,0.032606
64234,0.015416503
64235,0.092906326
64236,0.08294654
64237,0.011840538
64238,0.013374727
64239,0.013374727
64240,0.04307733
64241,0.11160719
64242,0.011840538
64243,0.0061951503
64244,0.012863516
64245,0.01796299
64246,0.037606034
64247,0.019995546
64248,1.2273608
64249,0.03059906
64250,0.019995546
64251,0.0108165145
64252,0.028084585
64253,0.06709224
64254,0.008765199
64255,0.025058875
64256,0.025563775
64257,0.025563775
64258,0.014396137
64259,0.0031023729
64260,0.15953682
64261,0.11530582
64262,0.11668932
64263,0.6448748
64264,0.0036184806
64265,0.010304109
64266,0.0051653264
64267,0.028084585
64268,0.2065385
64269,0.029091086
64270,0.03910123
64271,0.09620431
64272,0.0077380193
64273,0.004650017
64274,0.008765199
64275,0.014396137
64276,0.019487824
64277,0.053440146
64278,0.24090311
64279,0.21784744
64280,0.035608996
64281,1.0335311
64282,0.024048187
64283,0.018471487
64284,0.09384969
64285,0.5950105
64286,0.011328658
64287,0.0685439
64288,0.1064992
64289,0.40736127
64290,0.5515193
64291,0.0061951503
64292,0.01490645
64293,0.030096693
64294,0.009791323
64295,0.6497546
64296,0.16130127
64297,0.0041343225
64298,0.037606034
64299,0.0072239153
64300,0.009791323
64301,0.4097704
64302,0.17051391
64303,0.073367864
64304,0.09479215
64305,0.023542518
64306,0.022530414
64307,0.12586363
64308,0.04406886
64309,0.48043537
64310,0.30780408
64311,0.11253318
64312,0.028587965
64313,0.22407542
64314,0.029091086
64315,0.29977828
64316,0.011840538
64317,0.026572816
64318,0.22324723
64319,0.15865345
64320,0.045059524
64321,0.0077380193
64322,0.038104642
64323,0.008765199
64324,0.72349477
64325,0.032606
64326,0.07192319
64327,0.09714467
64328,0.0077380193
64329,0.022530414
64330,0.37869835
64331,0.53860736
64332,0.17704281
64333,0.21074198
64334,0.10183283
64335,0.032104645
64336,0.019487824
64337,0.058337227
64338,0.016945222
64339,0.013885563
64340,0.05491176
64341,0.069993585
64342,0.010304109
64343,0.013885563
64344,0.016945222
64345,0.0051653264
64346,0.35574186
64347,0.0077380193
64348,0.025058875
64349,0.28819957
64350,0.016945222
64351,0.04059408
64352,0.09902252
64353,1.1943443
64354,0.05491176
64355,1.168282
64356,0.08056045
64357,1.1614965
64358,0.24212341
64359,0.005680371
64360,0.021010218
64361,0.012863516
64362,0.07577115
64363,0.032104645
64364,0.09101682
64365,0.015926413
64366,0.0051653264
64367,0.08294654
64368,0.092434324
64369,0.06806025
64370,0.32553706
64371,0.055891737
64372,0.026572816
64373,0.0072239153
64374,0.12128694
64375,0.39278293
64376,0.07481057
64377,0.04456437
64378,0.08580231
64379,0.87040603
64380,0.3202877
64381,0.16041948
64382,0.43690023
64383,0.009278392
64384,0.12449277
64385,0.008251741
64386,0.11714991
64387,0.04059408
64388,0.12632012
64389,0.19296743
64390,0.010304109
64391,0.0051653264
64392,0.011840538
64393,0.008765199
64394,0.31991154
64395,0.056381315
64396,0.23600724
64397,0.009791323
64398,0.09432103
64399,0.018979844
64400,0.056870658
64401,0.090543926
64402,0.006709666
64403,0.0108165145
64404,0.016945222
64405,0.012863516
64406,0.085326925
64407,0.0072239153
64408,0.006709666
64409,0.011840538
64410,0.0108165145
64411,0.48490983
64412,0.0051653264
64413,0.005680371
64414,0.030096693
64415,0.100428715
64416,0.009791323
64417,0.17574039
64418,0.22448926
64419,0.08959734
64420,0.087227196
64421,0.01796299
64422,0.2990104
64423,0.28858784
64424,0.04802541
64425,0.005680371
64426,0.013885563
64427,0.008251741
64428,0.033107225
64429,0.011328658
64430,0.4829946
64431,0.10928861
64432,0.004650017
64433,0.2310872
64434,0.078647465
64435,0.4749755
64436,0.0031023729
64437,0.037606034
64438,0.0108165145
64439,0.011840538
64440,0.018979844
64441,0.2069596
64442,0.009278392
64443,0.33113083
64444,0.062724315
64445,0.047531728
64446,0.016435947
64447,0.004650017
64448,0.0061951503
64449,0.058337227
64450,0.019487824
64451,0.027076954
64452,0.012352158
64453,0.5785952
64454,0.11438239
64455,0.020503009
64456,0.036608074
64457,0.06902744
64458,0.0108165145
64459,0.008765199
64460,0.026068423
64461,0.0041343225
64462,0.015926413
64463,0.06612329
64464,0.06757636
64465,0.018471487
64466,0.22200385
64467,0.17225914
64468,0.22655578
64469,0.0061951503
64470,0.16964011
64471,0.06612329
64472,0.08864996
64473,0.3769239
64474,0.04456437
64475,0.041091196
64476,0.025563775
64477,0.11484426
64478,0.026068423
64479,0.16832812
64480,0.0051653264
64481,0.006709666
64482,0.006709666
64483,0.25022057
64484,0.009791323
64485,0.006709666
64486,0.004650017
64487,0.020503009
64488,0.024048187
64489,0.14530809
64490,0.0036184806
64491,0.13856797
64492,0.12220391
64493,0.01796299
64494,0.027580958
64495,0.2662208
64496,0.03360808
64497,0.013885563
64498,0.018979844
64499,0.011840538
64500,0.032606
64501,0.009791323
64502,0.0077380193
64503,0.08437549
64504,0.04009671
64505,0.026572816
64506,0.022530414
64507,0.104168735
64508,0.021517284
64509,1.147951
64510,0.018979844
64511,0.0077380193
64512,0.012352158
64513,0.008251741
64514,0.012863516
64515,0.012863516
64516,0.050982524
64517,0.006709666
64518,0.015416503
64519,0.0041343225
64520,0.01796299
64521,0.30207783
64522,0.071441166
64523,0.028587965
64524,0.07816867
64525,0.08959744
64526,0.39487854
64527,0.005680371
64528,0.0061951503
64529,0.021010218
64530,0.0036184806
64531,0.019995546
64532,0.008251741
64533,0.056381315
64534,0.08342305
64535,0.85025144
64536,0.032606
64537,0.022023978
64538,0.21743086
64539,0.0061951503
64540,0.0061951503
64541,0.008251741
64542,0.4087388
64543,0.07432994
64544,0.20062377
64545,0.6824744
64546,0.9832847
64547,0.032104645
64548,0.11392041
64549,0.06563834
64550,0.020503009
64551,0.0108165145
64552,0.0072239153
64553,0.18868841
64554,0.23231944
64555,0.212837
64556,0.025058875
64557,0.018471487
64558,0.20443012
64559,0.15644154
64560,0.011328658
64561,0.053930923
64562,0.17356601
64563,0.028587965
64564,0.12632012
64565,0.018979844
64566,0.023036595
64567,0.04059408
64568,0.042581197
64569,0.015926413
64570,0.0108165145
64571,0.006709666
64572,0.10882426
64573,0.39592478
64574,0.13041948
64575,0.022023978
64576,0.01796299
64577,0.018471487
64578,0.0051653264
64579,0.10882426
64580,0.049997833
64581,0.14126946
64582,0.05442146
64583,0.08485133
64584,0.004650017
64585,0.011840538
64586,0.0077380193
64587,0.2331401
64588,0.03160303
64589,0.005680371
64590,0.0041343225
64591,0.026572816
64592,0.0051653264
64593,0.024553716
64594,0.015926413
64595,0.03059906
64596,0.008765199
64597,0.02959396
64598,0.2831404
64599,0.019995546
64600,0.0108165145
64601,0.011840538
64602,0.64051753
64603,0.012352158
64604,0.031101173
64605,0.76555127
64606,0.06951063
64607,0.0810381
64608,0.2870345
64609,0.4365659
64610,0.047531728
64611,0.14620331
64612,0.024048187
64613,0.029091086
64614,0.14486006
64615,0.042084817
64616,0.022023978
64617,0.18093981
64618,0.012352158
64619,0.018979844
64620,0.0072239153
64621,0.022023978
64622,0.006709666
64623,0.40977058
64624,0.047531728
64625,0.012352158
64626,0.06806025
64627,0.07095879
64628,0.47207245
64629,0.02959396
64630,0.036608074
64631,0.011840538
64632,0.011840538
64633,0.013374727
64634,0.063696675
64635,0.19296743
64636,0.21784753
64637,0.09667454
64638,0.013885563
64639,0.06175112
64640,0.3712234
64641,0.08151553
64642,0.023542518
64643,0.005680371
64644,0.006709666
64645,0.014396137
64646,0.041588183
64647,0.024048187
64648,0.14081974
64649,0.025058875
64650,0.060776863
64651,0.064182445
64652,0.107894935
64653,0.046049092
64654,0.021010218
64655,0.045059524
64656,0.20569561
64657,0.023036595
64658,0.0985534
64659,0.008765199
64660,0.055401817
64661,0.14665061
64662,0.023036595
64663,0.028084585
64664,0.0072239153
64665,0.042581197
64666,0.004650017
64667,0.022023978
64668,0.05442146
64669,0.019487824
64670,0.1551121
64671,0.07768964
64672,0.021010218
64673,0.0077380193
64674,0.005680371
64675,0.07095879
64676,0.004650017
64677,0.006709666
64678,0.0036184806
64679,0.045059524
64680,0.37514576
64681,0.055401817
64682,0.018471487
64683,0.0036184806
64684,0.05245776
64685,0.004650017
64686,0.020503009
64687,0.009791323
64688,0.112533085
64689,0.014396137
64690,0.008251741
64691,0.0810381
64692,1.0278037
64693,0.006709666
64694,0.028587965
64695,0.018979844
64696,0.015416503
64697,0.017454235
64698,0.01490645
64699,0.0072239153
64700,0.032606
64701,0.0072239153
64702,0.0108165145
64703,0.022530414
64704,0.024553716
64705,0.0051653264
64706,0.20019996
64707,0.045554433
64708,0.014396137
64709,0.015416503
64710,0.005680371
64711,0.014396137
64712,0.032104645
64713,0.019995546
64714,0.09432103
64715,0.027076954
64716,0.028587965
64717,0.004650017
64718,0.021010218
64719,0.13041948
64720,0.0041343225
64721,0.064667985
64722,0.015926413
64723,0.75270444
64724,0.015416503
64725,0.9692373
64726,0.4698091
64727,0.4849096
64728,0.024048187
64729,0.08008257
64730,0.22407542
64731,0.014396137
64732,0.027076954
64733,0.016435947
64734,0.14486006
64735,0.020503009
64736,0.09996024
64737,0.019995546
64738,0.022023978
64739,0.03610872
64740,0.013374727
64741,0.009278392
64742,0.010304109
64743,0.03160303
64744,0.006709666
64745,0.032104645
64746,0.0041343225
64747,0.013374727
64748,0.07288655
64749,0.022023978
64750,0.0036184806
64751,0.047531728
64752,0.004650017
64753,0.06077697
64754,0.30551764
64755,0.076730914
64756,0.0036184806
64757,0.009791323
64758,0.034108683
64759,0.20062377
64760,0.051474508
64761,0.2889757
64762,0.05491176
64763,0.4478803
64764,0.50448734
64765,0.03910123
64766,0.64188117
64767,0.030096693
64768,0.08817593
64769,0.0051653264
64770,0.07960447
64771,0.58755636
64772,0.5032355
64773,0.0077380193
64774,0.011328658
64775,0.8033628
64776,0.44754928
64777,0.7653104
64778,0.35683015
64779,0.40529194
64780,0.103235066
64781,0.6347693
64782,0.028084585
64783,0.018979844
64784,0.08437538
64785,0.2725498
64786,0.36871967
64787,0.19892739
64788,0.042581197
64789,0.06175112
64790,0.060289435
64791,0.08912376
64792,0.045059524
64793,0.034108683
64794,0.66104764
64795,0.010304109
64796,0.004650017
64797,0.3418578
64798,0.049997833
64799,0.07816867
64800,0.32815117
64801,0.1295099
64802,0.04307733
64803,0.024553716
64804,0.006709666
64805,0.0061951503
64806,0.005680371
64807,0.023542518
64808,0.08199283
64809,0.32889724
64810,0.67036253
64811,0.021517284
64812,0.004650017
64813,0.015416503
64814,0.034108683
64815,0.30475414
64816,0.0077380193
64817,0.009278392
64818,0.004650017
64819,0.032606
64820,0.67854065
64821,0.72248906
64822,0.026572816
64823,0.04009671
64824,0.0072239153
64825,0.3028433
64826,0.015926413
64827,0.16832812
64828,0.012352158
64829,0.050982524
64830,0.008765199
64831,0.010304109
64832,0.014396137
64833,0.08342305
64834,0.061264157
64835,0.022023978
64836,0.09101682
64837,0.04307733
64838,0.004650017
64839,0.005680371
64840,0.0077380193
64841,0.004650017
64842,0.042581197
64843,0.032606
64844,0.07240498
64845,0.017454235
64846,0.22200374
64847,0.12540692
64848,0.027580958
64849,0.03610872
64850,0.019995546
64851,0.012863516
64852,0.016945222
64853,0.009278392
64854,0.31463268
64855,0.23396008
64856,0.25504762
64857,0.1997759
64858,0.42951268
64859,0.071441166
64860,0.13856797
64861,0.0051653264
64862,0.08389933
64863,0.3499194
64864,0.23518895
64865,0.02959396
64866,0.009791323
64867,0.012352158
64868,0.17574039
64869,0.0108165145
64870,0.019487824
64871,0.052949127
64872,0.12128694
64873,0.021517284
64874,0.019487824
64875,0.0077380193
64876,0.01490645
64877,0.0041343225
64878,0.0077380193
64879,0.012863516
64880,0.006709666
64881,0.25142938
64882,0.8931335
64883,0.012863516
64884,0.019487824
64885,0.008251741
64886,0.17400125
64887,0.008251741
64888,0.032606
64889,0.011328658
64890,0.19722822
64891,0.0072239153
64892,0.4896816
64893,0.09714456
64894,0.01490645
64895,0.0036184806
64896,0.032104645
64897,0.036608074
64898,0.011328658
64899,0.012863516
64900,0.03360808
64901,0.015926413
64902,0.004650017
64903,0.0072239153
64904,0.036608074
64905,0.01796299
64906,0.022530414
64907,0.05784861
64908,0.16262262
64909,0.05784861
64910,0.059313864
64911,0.33817184
64912,0.46233517
64913,0.10928861
64914,0.30437237
64915,0.07960447
64916,0.2913003
64917,0.30894554
64918,0.0031023729
64919,0.32478875
64920,0.20231709
64921,0.2689946
64922,0.22158882
64923,0.2273811
64924,0.24171674
64925,0.025058875
64926,0.4415731
64927,0.049012054
64928,0.016435947
64929,0.013374727
64930,0.005680371
64931,0.17487125
64932,0.02959396
64933,0.015926413
64934,0.090543926
64935,0.0051653264
64936,0.012352158
64937,0.008251741
64938,0.005680371
64939,0.011328658
64940,0.22283298
64941,0.31765258
64942,0.12540692
64943,0.44721818
64944,0.12403546
64945,0.0031023729
64946,0.021517284
64947,0.034108683
64948,0.012352158
64949,0.009791323
64950,0.009278392
64951,0.03059906
64952,0.04059408
64953,0.014396137
64954,0.062724315
64955,0.010304109
64956,0.013885563
64957,0.0051653264
64958,0.019487824
64959,0.0041343225
64960,0.011840538
64961,0.04654351
64962,0.05491176
64963,0.25464606
64964,0.16394213
64965,0.33224604
64966,0.13314302
64967,0.010304109
64968,0.0051653264
64969,0.036608074
64970,0.038603008
64971,0.051966257
64972,0.4788326
64973,0.011328658
64974,0.25625068
64975,0.021517284
64976,0.024048187
64977,0.0036184806
64978,0.005680371
64979,0.021517284
64980,0.019487824
64981,0.04802541
64982,0.025058875
64983,0.005680371
64984,0.0077380193
64985,0.004650017
64986,0.008251741
64987,0.006709666
64988,0.032104645
64989,0.32103935
64990,0.021010218
64991,0.02959396
64992,0.092906326
64993,0.11761051
64994,0.0685439
64995,0.0504903
64996,0.11253318
64997,0.053440146
64998,0.021010218
64999,0.09949143
65000,0.049505007
65001,0.4237664
65002,0.050982524
65003,0.005680371
65004,0.0061951503
65005,0.005680371
65006,0.34148973
65007,0.0041343225
65008,0.0108165145
65009,0.05442146
65010,0.049012054
65011,0.12586363
65012,0.008765199
65013,0.049012054
65014,0.0072239153
65015,0.0036184806
65016,0.009278392
65017,0.008765199
65018,0.0041343225
65019,0.44655606
65020,0.2760924
65021,0.08008257
65022,0.1421683
65023,0.0072239153
65024,0.042084817
65025,0.0041343225
65026,0.11392041
65027,0.1134582
65028,0.042581197
65029,0.15865345
65030,0.65191525
65031,0.03860312
65032,0.11807079
65033,0.099960126
65034,0.05980177
65035,0.06369657
65036,0.61003584
65037,0.53193694
65038,0.008251741
65039,0.004650017
65040,0.018471487
65041,0.008765199
65042,0.029091086
65043,0.13178213
65044,0.020503009
65045,0.54942876
65046,0.19935173
65047,0.045059524
65048,0.0051653264
65049,0.0036184806
65050,0.005680371
65051,0.2566514
65052,0.012352158
65053,0.03059906
65054,0.06369657
65055,0.07240498
65056,0.012863516
65057,0.029091086
65058,0.0051653264
65059,0.042581197
65060,0.04654351
65061,0.09479227
65062,0.020503009
65063,0.01490645
65064,0.016945222
65065,0.17834342
65066,0.2578526
65067,0.07625109
65068,0.1421683
65069,0.16920307
65070,0.092434324
65071,0.013374727
65072,0.07577115
65073,0.008251741
65074,0.03910123
65075,0.0108165145
65076,0.011328658
65077,0.012863516
65078,0.33224615
65079,0.11807079
65080,0.009791323
65081,0.02959396
65082,0.021010218
65083,0.010304109
65084,0.033107225
65085,0.07384896
65086,0.018471487
65087,0.019995546
65088,0.006709666
65089,0.03160303
65090,0.06660788
65091,0.12723249
65092,0.18482146
65093,0.078647465
65094,0.19680299
65095,0.025058875
65096,0.032606
65097,0.051966257
65098,0.0772104
65099,0.091489516
65100,0.027076954
65101,0.023036595
65102,0.006709666
65103,0.009278392
65104,0.0504903
65105,0.3808236
65106,0.06951063
65107,0.012863516
65108,0.0031023729
65109,0.04059408
65110,0.3882272
65111,0.12220402
65112,0.21868004
65113,0.11299581
65114,0.008765199
65115,0.253843
65116,0.025058875
65117,0.017454235
65118,0.065153286
65119,0.064667985
65120,0.17182316
65121,0.07768964
65122,0.0051653264
65123,0.112995714
65124,0.46037668
65125,0.23764193
65126,0.011840538
65127,0.0108165145
65128,0.006709666
65129,0.08246979
65130,0.17920966
65131,0.033107225
65132,0.124949895
65133,0.027580958
65134,0.022530414
65135,0.005680371
65136,0.03460904
65137,0.11622829
65138,0.005680371
65139,0.026068423
65140,0.0031023729
65141,0.035109144
65142,0.015926413
65143,0.0061951503
65144,0.005680371
65145,0.041091196
65146,0.059313864
65147,0.0810381
65148,0.2550475
65149,0.032104645
65150,0.12905486
65151,0.15111294
65152,0.61536753
65153,0.062237833
65154,0.046049092
65155,0.05491176
65156,0.058337227
65157,0.7080535
65158,0.006709666
65159,0.011328658
65160,0.023036595
65161,0.44124004
65162,0.05491176
65163,0.23682478
65164,0.11438239
65165,0.08437538
65166,0.15200308
65167,0.025058875
65168,0.09384969
65169,0.1976533
65170,0.04307733
65171,0.028084585
65172,0.092906326
65173,0.015926413
65174,0.3665682
65175,0.06660788
65176,0.073367864
65177,0.33224604
65178,0.32740512
65179,0.035109144
65180,0.012352158
65181,0.04357322
65182,0.0077380193
65183,0.015926413
65184,0.019995546
65185,0.01490645
65186,0.11899073
65187,0.050982524
65188,0.10276791
65189,0.22614275
65190,0.005680371
65191,0.16920307
65192,0.11945037
65193,0.12996472
65194,0.051474508
65195,0.16130137
65196,0.06660788
65197,0.01490645
65198,0.28858763
65199,0.112533085
65200,0.02959396
65201,0.0036184806
65202,0.32404
65203,0.3924332
65204,0.024048187
65205,0.04654351
65206,0.006709666
65207,0.7159307
65208,0.103702016
65209,0.05833734
65210,0.46786463
65211,0.038104642
65212,0.010304109
65213,0.07384896
65214,0.2566514
65215,0.16306263
65216,0.022023978
65217,0.015926413
65218,0.006709666
65219,0.053930923
65220,0.0072239153
65221,0.0072239153
65222,0.032104645
65223,0.024553716
65224,0.008251741
65225,0.03460904
65226,0.221589
65227,0.012352158
65228,0.04059408
65229,0.0108165145
65230,0.012352158
65231,0.03160303
65232,0.006709666
65233,0.065153286
65234,0.011328658
65235,0.01796299
65236,0.012863516
65237,0.017454235
65238,0.008251741
65239,0.16789038
65240,0.0036184806
65241,0.004650017
65242,0.006709666
65243,0.032104645
65244,0.04009671
65245,0.54041946
65246,0.009278392
65247,0.17747654
65248,0.07240498
65249,0.124949895
65250,0.064182445
65251,0.028084585
65252,0.008251741
65253,0.019487824
65254,0.029091086
65255,0.009791323
65256,0.009791323
65257,0.06709224
65258,0.0108165145
65259,0.008251741
65260,0.006709666
65261,0.0051653264
65262,0.019487824
65263,0.012352158
65264,0.092434324
65265,0.03460904
65266,0.033107225
65267,0.012863516
65268,0.0051653264
65269,0.0061951503
65270,0.005680371
65271,0.006709666
65272,0.042581197
65273,0.033107225
65274,0.012352158
65275,0.004650017
65276,0.008251741
65277,0.014396137
65278,0.0077380193
65279,0.027580958
65280,0.0704763
65281,0.008765199
65282,0.010304109
65283,0.013885563
65284,0.0077380193
65285,0.051474508
65286,0.024048187
65287,0.01796299
65288,0.049505007
65289,0.018471487
65290,0.005680371
65291,0.045059524
65292,0.041588183
65293,0.01490645
65294,0.015416503
65295,0.0504903
65296,0.045059524
65297,0.015926413
65298,0.17964245
65299,0.18783036
65300,0.024553716
65301,0.30551764
65302,0.017454235
65303,0.0395991
65304,0.019487824
65305,0.0108165145
65306,0.0051653264
65307,0.029091086
65308,0.118070684
65309,0.050982524
65310,0.056381315
65311,0.032104645
65312,0.13404919
65313,0.018979844
65314,0.0051653264
65315,0.0061951503
65316,0.076730914
65317,0.013374727
65318,0.0041343225
65319,0.0077380193
65320,0.008251741
65321,0.08580231
65322,0.03710718
65323,0.09996024
65324,0.08342305
65325,0.08437538
65326,0.060776863
65327,0.014396137
65328,0.004650017
65329,0.028084585
65330,0.050982524
65331,0.12586363
65332,0.031101173
65333,0.081992716
65334,0.009278392
65335,0.07144105
65336,0.20189418
65337,0.10136501
65338,0.050982524
65339,0.06612317
65340,0.011328658
65341,0.050982524
65342,0.026068423
65343,0.029091086
65344,0.005680371
65345,0.022023978
65346,0.03059906
65347,0.006709666
65348,0.005680371
65349,0.062724315
65350,0.015416503
65351,0.0395991
65352,0.018471487
65353,0.015926413
65354,0.0072239153
65355,0.03460904
65356,0.04802541
65357,0.024048187
65358,0.064182445
65359,0.025563775
65360,0.011840538
65361,0.008251741
65362,0.02959396
65363,0.09714467
65364,0.14977638
65365,0.047531728
65366,0.01796299
65367,0.009791323
65368,0.01490645
65369,0.011840538
65370,0.012863516
65371,0.018471487
65372,0.01796299
65373,0.009791323
65374,0.047531728
65375,0.004650017
65376,0.015926413
65377,0.0072239153
65378,0.03610872
65379,0.013885563
65380,0.105101645
65381,0.22531642
65382,0.03710718
65383,0.012352158
65384,0.005680371
65385,0.011328658
65386,0.2310872
65387,0.010304109
65388,0.004650017
65389,0.46883744
65390,0.15555544
65391,0.009278392
65392,0.07432994
65393,0.11068044
65394,0.005680371
65395,0.29439154
65396,0.03059906
65397,0.060289435
65398,0.115767166
65399,0.39138314
65400,0.012352158
65401,0.004650017
65402,0.011840538
65403,0.10975284
65404,0.6591741
65405,0.011328658
65406,0.011840538
65407,0.39138332
65408,0.055401817
65409,0.2846997
65410,0.034108683
65411,0.009791323
65412,0.018979844
65413,0.011328658
65414,0.03910123
65415,0.021517284
65416,0.013374727
65417,0.0061951503
65418,0.0061951503
65419,0.36080885
65420,0.0772104
65421,0.026068423
65422,0.01490645
65423,0.0108165145
65424,0.0061951503
65425,0.27412593
65426,0.03360808
65427,0.17791006
65428,0.2449648
65429,0.30322582
65430,0.1064992
65431,0.023036595
65432,0.0108165145
65433,0.11530571
65434,0.16041948
65435,0.4278262
65436,0.102300525
65437,0.07625109
65438,0.09996024
65439,0.06757636
65440,0.004650017
65441,0.1976533
65442,0.024553716
65443,0.020503009
65444,0.022530414
65445,0.036608074
65446,0.15997818
65447,0.1134582
65448,0.012863516
65449,0.09007079
65450,0.28040543
65451,0.42105085
65452,0.037606034
65453,0.20019996
65454,0.36728576
65455,0.004650017
65456,0.01490645
65457,0.050982524
65458,0.012352158
65459,0.013885563
65460,0.0036184806
65461,0.012352158
65462,0.0072239153
65463,0.015416503
65464,0.012352158
65465,0.020503009
65466,0.011840538
65467,0.16876563
65468,0.09337812
65469,0.09620431
65470,0.09432103
65471,0.059313864
65472,0.022023978
65473,0.5998545
65474,0.04456437
65475,0.04009671
65476,0.010304109
65477,0.005680371
65478,0.18309824
65479,0.61172265
65480,0.2224184
65481,0.9192884
65482,0.010304109
65483,0.036608074
65484,0.011328658
65485,0.05735975
65486,0.017454235
65487,0.20274018
65488,0.12905486
65489,0.0077380193
65490,0.008251741
65491,0.11068044
65492,0.024048187
65493,0.092906326
65494,0.011328658
65495,0.032606
65496,0.022023978
65497,0.024553716
65498,0.012352158
65499,0.07768964
65500,0.028587965
65501,0.018471487
65502,0.006709666
65503,0.006709666
65504,0.033107225
65505,0.26939034
65506,0.08817593
65507,0.27294418
65508,0.031101173
65509,0.22944178
