,peak mean
3814,0.033107225
3815,0.1976533
3816,0.12312015
3817,0.008251741
3818,0.07288655
3819,0.05245776
3820,0.005680371
3821,0.01796299
3822,0.07625109
3823,0.034108683
3824,0.012352158
3825,0.24212323
3826,0.59157693
3827,0.11899073
3828,0.023036595
3829,0.06369657
3830,0.05784861
3831,0.2974731
3832,0.008765199
3833,0.015416503
3834,0.0041343225
3835,0.10603356
3836,0.008765199
3837,0.010304109
3838,0.050982524
3839,0.17530592
3840,0.014396137
3841,0.008251741
3842,0.008251741
3843,0.013374727
3844,0.012863516
3845,0.01490645
3846,0.050982524
3847,0.050982524
3848,0.015926413
3849,0.016945222
3850,0.009791323
3851,0.02959396
3852,0.012863516
3853,0.0504903
3854,0.051474508
3855,0.65002453
3856,0.08912376
3857,0.08912376
3858,0.10463524
3859,0.4328775
3860,0.004650017
3861,0.06951063
3862,0.008251741
3863,0.28819963
3864,0.005680371
3865,0.022023978
3866,0.01490645
3867,0.012352158
3868,0.19595185
3869,0.08389933
3870,0.17269494
3871,0.3762127
3872,0.035608996
3873,0.10975272
3874,0.015416503
3875,0.035109144
3876,0.78628814
3877,0.018471487
3878,0.018471487
3879,0.15909523
3880,0.05980177
3881,0.23355025
3882,0.03460904
3883,0.010304109
3884,0.012863516
3885,0.006709666
3886,0.008765199
3887,0.030096693
3888,0.005680371
3889,0.020503009
3890,0.014396137
3891,0.11622829
3892,0.41900954
3893,0.029091086
3894,0.08485133
3895,0.053930923
3896,0.21868013
3897,0.0041343225
3898,0.0031023729
3899,0.03710718
3900,0.6364153
3901,0.12082814
3902,0.004650017
3903,0.014396137
3904,0.011840538
3905,0.0051653264
3906,0.061264157
3907,0.011840538
3908,0.008765199
3909,0.008765199
3910,0.199776
3911,0.2940056
3912,0.022023978
3913,0.038104642
3914,0.1595369
3915,0.07625109
3916,0.016435947
3917,0.04406886
3918,0.009278392
3919,0.24090311
3920,0.087227196
3921,0.04059408
3922,0.08437538
3923,0.011328658
3924,1.0007588
3925,0.34845835
3926,0.44589305
3927,0.14441197
3928,0.19382101
3929,0.15599859
3930,0.006709666
3931,0.12220391
3932,0.006709666
3933,0.20358557
3934,0.0041343225
3935,0.05245776
3936,0.032606
3937,0.011840538
3938,1.1523769
3939,0.060776863
3940,0.0061951503
3941,0.015416503
3942,0.06660788
3943,0.18868831
3944,0.06709224
3945,0.5745223
3946,0.17877658
3947,0.03910123
3948,0.26661745
3949,0.053930923
3950,0.06175112
3951,0.05245776
3952,0.017454235
3953,0.06660788
3954,0.07816867
3955,0.38506088
3956,0.0395991
3957,0.027076954
3958,0.35101366
3959,0.20780134
3960,0.08817593
3961,0.23559809
3962,0.42917576
3963,0.10183293
3964,0.8599412
3965,0.594153
3966,0.35174236
3967,0.22490296
3968,0.08770167
3969,0.1421683
3970,0.063696675
3971,0.03860312
3972,0.35210687
3973,0.08627746
3974,0.056870658
3975,0.3927829
3976,0.010304109
3977,0.263837
3978,0.047531728
3979,0.11945037
3980,0.14081974
3981,0.0072239153
3982,0.058337227
3983,0.0051653264
3984,0.008765199
3985,0.023542518
3986,0.069993585
3987,0.061264157
3988,0.011328658
3989,0.014396137
3990,0.009278392
3991,0.049505007
3992,0.10136501
3993,0.03160303
3994,0.015926413
3995,0.032104645
3996,0.0072239153
3997,0.0025859985
3998,0.0077380193
3999,0.0108165145
4000,0.1551121
4001,0.028587965
4002,0.010304109
4003,0.008765199
4004,0.032104645
4005,0.045059524
4006,0.01490645
4007,0.0061951503
4008,0.005680371
4009,0.010304109
4010,0.009791323
4011,0.0108165145
4012,0.05784861
4013,0.004650017
4014,0.0077380193
4015,0.0041343225
4016,0.0061951503
4017,0.006709666
4018,0.024553716
4019,0.008251741
4020,0.03160303
4021,0.09101682
4022,0.005680371
4023,0.0041343225
4024,0.004650017
4025,0.045059524
4026,0.0051653264
4027,0.008765199
4028,0.0051653264
4029,0.0077380193
4030,0.014396137
4031,0.016435947
4032,0.011840538
4033,0.024048187
4034,0.08912376
4035,0.21951205
4036,0.34918913
4037,0.0985534
4038,0.042084817
4039,0.3945297
4040,0.17747644
4041,0.3277783
4042,0.2582527
4043,0.03059906
4044,0.02959396
4045,0.39662173
4046,0.005680371
4047,0.020503009
4048,0.005680371
4049,0.13495465
4050,0.033107225
4051,0.049012054
4052,0.011840538
4053,0.004650017
4054,0.0036184806
4055,0.004650017
4056,0.52552783
4057,0.04406886
4058,0.008765199
4059,0.017454235
4060,0.03460904
4061,0.0061951503
4062,0.011840538
4063,0.07095879
4064,0.26780683
4065,0.3440631
4066,0.7312516
4067,0.008765199
4068,0.014396137
4069,0.053930923
4070,0.009278392
4071,0.045554433
4072,0.0077380193
4073,0.14888427
4074,0.041588075
4075,0.009278392
4076,0.02707707
4077,0.4743309
4078,0.09808403
4079,0.008251741
4080,0.012352158
4081,0.046049092
4082,0.035608996
4083,0.049505007
4084,0.0061951503
4085,0.0810381
4086,0.6513752
4087,0.0051653264
4088,0.028587965
4089,0.023036595
4090,0.015926413
4091,0.009278392
4092,0.062237833
4093,0.07768964
4094,0.38892916
4095,0.5000999
4096,0.25985134
4097,0.023036595
4098,0.019995546
4099,0.031101173
4100,0.49221724
4101,0.23845804
4102,0.21868013
4103,0.11714991
4104,0.013885563
4105,0.17007707
4106,0.023036595
4107,0.32628465
4108,0.488729
4109,0.046049092
4110,0.035608996
4111,0.16525997
4112,0.055891737
4113,0.037606034
4114,0.3058991
4115,0.038104642
4116,0.006709666
4117,0.03860312
4118,0.018979844
4119,0.024048187
4120,0.10089697
4121,0.009278392
4122,0.008251741
4123,0.0061951503
4124,0.016945222
4125,0.04406886
4126,0.0077380193
4127,0.03910123
4128,0.006709666
4129,0.0041343225
4130,0.2997782
4131,0.0051653264
4132,0.0031023729
4133,0.036608074
4134,0.011328658
4135,0.006709666
4136,0.013374727
4137,0.012352158
4138,0.006709666
4139,0.0077380193
4140,0.015926413
4141,0.006709666
4142,0.14933038
4143,0.006709666
4144,0.0041343225
4145,0.0036184806
4146,0.013885563
4147,0.026068423
4148,0.04654351
4149,0.006709666
4150,0.026068423
4151,0.038104642
4152,0.016435947
4153,0.012352158
4154,0.009791323
4155,0.03610872
4156,0.20569561
4157,0.06369657
4158,0.022023978
4159,0.07481057
4160,0.0704763
4161,0.7879386
4162,0.006709666
4163,0.47883248
4164,0.0061951503
4165,0.09384969
4166,0.01796299
4167,0.005680371
4168,0.4610297
4169,0.004650017
4170,0.31463262
4171,0.011328658
4172,0.31463286
4173,0.024553716
4174,0.021010218
4175,0.25424466
4176,0.04059408
4177,0.034108683
4178,0.059313864
4179,0.061264157
4180,0.40044582
4181,0.102300525
4182,0.049012054
4183,0.06369657
4184,0.023036595
4185,0.009791323
4186,0.009278392
4187,0.021517284
4188,0.023542518
4189,0.042084817
4190,0.3028432
4191,0.049012054
4192,0.05442146
4193,0.30246076
4194,0.047037683
4195,0.04802541
4196,0.17269494
4197,0.36656803
4198,0.010304109
4199,0.27883932
4200,0.008251741
4201,0.087227084
4202,0.0051653264
4203,0.049505007
4204,0.0051653264
4205,0.01796299
4206,0.049012054
4207,0.029091086
4208,0.005680371
4209,0.0061951503
4210,0.0061951503
4211,0.029091086
4212,0.019995546
4213,0.022023978
4214,0.045554433
4215,0.004650017
4216,0.19040224
4217,0.81969434
4218,0.13811705
4219,0.04059408
4220,0.005680371
4221,0.006709666
4222,0.0051653264
4223,0.427826
4224,0.015416503
4225,0.008765199
4226,0.08912376
4227,0.060776863
4228,0.17791006
4229,0.10183283
4230,0.042581197
4231,0.060776863
4232,0.025058875
4233,0.015926413
4234,0.08008257
4235,0.0041343225
4236,0.009278392
4237,0.005680371
4238,0.12814415
4239,0.064182445
4240,0.2606497
4241,0.10136501
4242,0.12905486
4243,0.012352158
4244,0.0051653264
4245,0.30475435
4246,0.011840538
4247,0.07768964
4248,0.064182445
4249,0.0077380193
4250,0.010304109
4251,0.10183283
4252,0.026572816
4253,0.3157661
4254,0.021517284
4255,0.0810381
4256,0.0061951503
4257,0.008765199
4258,0.04357322
4259,0.21618015
4260,0.14306644
4261,0.10136501
4262,0.04009671
4263,0.14081974
4264,0.27176094
4265,0.0051653264
4266,0.19424742
4267,0.21534535
4268,0.09526317
4269,0.04307733
4270,0.4600494
4271,0.01490645
4272,0.04406886
4273,0.058825724
4274,0.2065385
4275,0.045554433
4276,0.006709666
4277,0.03710718
4278,0.2878113
4279,0.03059906
4280,0.006709666
4281,0.056381315
4282,0.012863516
4283,0.018471487
4284,0.18954566
4285,0.053440146
4286,0.05833734
4287,0.012863516
4288,0.39103314
4289,0.27805516
4290,0.0061951503
4291,0.03059906
4292,0.010304109
4293,0.05784861
4294,0.025058875
4295,0.018471487
4296,0.10928861
4297,0.07529097
4298,0.092434324
4299,0.15909523
4300,0.8755977
4301,0.0108165145
4302,0.046049092
4303,0.012352158
4304,0.038104642
4305,0.0051653264
4306,0.09432103
4307,0.05491176
4308,0.16832812
4309,0.011840538
4310,0.03910123
4311,0.06951063
4312,0.0108165145
4313,0.24090311
4314,0.009278392
4315,0.092434324
4316,0.009278392
4317,0.0072239153
4318,0.055401817
4319,0.22075872
4320,0.029091086
4321,0.51660836
4322,0.034108683
4323,0.004650017
4324,0.03610872
4325,0.0051653264
4326,0.0036184806
4327,0.0061951503
4328,0.014396137
4329,0.04456437
4330,0.013374727
4331,0.0061951503
4332,0.6957333
4333,0.016945222
4334,0.0051653264
4335,0.049505007
4336,0.0772104
4337,0.22034328
4338,0.16041948
4339,0.08056045
4340,0.014396137
4341,0.05245776
4342,0.008765199
4343,0.028084585
4344,0.3191593
4345,0.18697156
4346,0.05980177
4347,0.04851885
4348,0.3818845
4349,0.06369657
4350,0.023542518
4351,0.018471487
4352,0.02959396
4353,0.049505007
4354,0.023036595
4355,0.033107225
4356,0.013885563
4357,0.43119624
4358,0.0051653264
4359,0.20906268
4360,0.0077380193
4361,0.1367629
4362,0.19595185
4363,0.031101173
4364,0.01490645
4365,0.22779372
4366,0.032606
4367,0.018471487
4368,0.042581197
4369,0.02959396
4370,0.08246979
4371,0.053930923
4372,0.034108683
4373,0.03610872
4374,0.118070684
4375,0.018471487
4376,0.016435947
4377,0.017454235
4378,0.025563775
4379,0.06563834
4380,0.32329065
4381,0.16086058
4382,0.7582999
4383,0.025563775
4384,0.008765199
4385,0.32404
4386,0.0395991
4387,0.006709666
4388,0.005680371
4389,0.0041343225
4390,0.050982524
4391,0.018979844
4392,0.038104642
4393,0.03160303
4394,0.027580958
4395,0.05245776
4396,0.060289435
4397,0.036608074
4398,0.012863516
4399,0.050982524
4400,0.2831402
4401,0.06951063
4402,0.25102678
4403,0.06175112
4404,0.015416503
4405,0.055401817
4406,0.11484416
4407,0.09667454
4408,0.011328658
4409,0.13495465
4410,0.01796299
4411,0.017454235
4412,0.14351514
4413,0.57277113
4414,0.08151553
4415,0.028084585
4416,0.037606034
4417,0.014396137
4418,0.026068423
4419,0.021517284
4420,0.022023978
4421,0.1951001
4422,0.038104642
4423,0.008765199
4424,0.028084585
4425,0.012352158
4426,0.6209494
4427,0.01796299
4428,0.4278261
4429,0.011328658
4430,0.04851885
4431,0.024048187
4432,0.012352158
4433,0.016945222
4434,0.07432983
4435,0.011840538
4436,0.009791323
4437,0.009791323
4438,0.024048187
4439,0.006709666
4440,0.008765199
4441,0.006709666
4442,0.02959396
4443,0.03860312
4444,0.03910123
4445,0.0810381
4446,0.30016172
4447,0.04059408
4448,0.1272326
4449,0.011840538
4450,0.09949143
4451,0.0041343225
4452,0.014396137
4453,0.027076954
4454,0.021517284
4455,0.0031023729
4456,0.04654351
4457,0.03610872
4458,0.064182445
4459,0.023542518
4460,0.017454235
4461,0.019487824
4462,0.10928861
4463,0.22200374
4464,0.087227196
4465,0.6618492
4466,0.3414898
4467,0.12723249
4468,0.028084585
4469,0.14665052
4470,0.18568212
4471,0.019995546
4472,0.015926413
4473,0.047531728
4474,0.025563775
4475,0.20189418
4476,0.08294654
4477,0.041091196
4478,0.14843796
4479,0.0036184806
4480,0.06660788
4481,0.021517284
4482,0.042084817
4483,0.03360808
4484,0.12174552
4485,0.014396137
4486,0.025058875
4487,0.24334204
4488,0.022530414
4489,0.022530414
4490,0.0077380193
4491,0.0051653264
4492,0.008251741
4493,0.009791323
4494,0.0108165145
4495,0.015416503
4496,0.042581197
4497,0.24171674
4498,0.027076954
4499,0.0051653264
4500,0.0108165145
4501,0.005680371
4502,0.45381895
4503,0.03910123
4504,0.041091196
4505,0.032606
4506,0.047531728
4507,0.062724315
4508,0.010304109
4509,0.016945222
4510,0.0041343225
4511,0.014396137
4512,0.2658239
4513,0.27687815
4514,0.028587965
4515,0.36225164
4516,0.04059408
4517,0.0077380193
4518,0.09007079
4519,0.058337227
4520,0.026068423
4521,0.08151553
4522,0.028084585
4523,0.13631113
4524,0.024048187
4525,0.0051653264
4526,0.004650017
4527,0.07577115
4528,0.015926413
4529,0.008251741
4530,0.03160303
4531,0.3672861
4532,0.014396137
4533,0.06175112
4534,0.0395991
4535,0.03910123
4536,0.004650017
4537,0.020503009
4538,0.05784861
4539,0.19467387
4540,0.009791323
4541,0.11761051
4542,0.03059906
4543,0.016435947
4544,0.008251741
4545,0.11668921
4546,0.20822203
4547,0.0504903
4548,0.030096693
4549,0.023036595
4550,0.08437538
4551,0.3150107
4552,0.005680371
4553,0.0061951503
4554,0.06757636
4555,0.027076954
4556,0.6131263
4557,0.008251741
4558,0.011328658
4559,0.04059408
4560,0.060776863
4561,0.04357322
4562,0.1599783
4563,0.0031023729
4564,0.024553716
4565,0.012863516
4566,0.0077380193
4567,0.07529097
4568,0.022023978
4569,0.008765199
4570,0.009791323
4571,0.009791323
4572,0.032104645
4573,0.062237833
4574,0.005680371
4575,0.01796299
4576,0.0051653264
4577,0.021010218
4578,0.03910123
4579,0.013374727
4580,0.025563775
4581,0.017454235
4582,0.0108165145
4583,0.42681265
4584,0.03860312
4585,0.22655578
4586,0.012863516
4587,0.5358842
4588,0.6816893
4589,0.015926413
4590,0.033107225
4591,0.17182316
4592,0.020503009
4593,0.012352158
4594,0.0077380193
4595,0.005680371
4596,0.47722727
4597,0.018471487
4598,0.69003505
4599,0.29052612
4600,0.032606
4601,0.019487824
4602,0.010304109
4603,0.006709666
4604,0.19722822
4605,0.060776863
4606,0.033107225
4607,0.025563775
4608,0.022530414
4609,0.0772104
4610,0.89016056
4611,0.022023978
4612,0.08151553
4613,0.008251741
4614,0.049997833
4615,0.50198257
4616,0.060776863
4617,0.03059906
4618,0.5355813
4619,0.0031023729
4620,0.025058875
4621,0.013374727
4622,0.04307733
4623,0.12174552
4624,0.48618436
4625,0.18007505
4626,0.33113098
4627,0.124949895
4628,0.100428715
4629,0.0704763
4630,0.06563834
4631,0.16569886
4632,0.03160303
4633,0.015416503
4634,0.5613157
4635,0.05245776
4636,0.26701418
4637,0.025563775
4638,0.045059524
4639,0.13404919
4640,0.009278392
4641,0.05245776
4642,0.019995546
4643,0.0041343225
4644,0.04456437
4645,0.010304109
4646,0.11021675
4647,0.025563775
4648,0.015926413
4649,0.06321056
4650,0.004650017
4651,0.13991958
4652,0.009791323
4653,0.009278392
4654,0.36441252
4655,0.050982524
4656,0.08959734
4657,0.06951063
4658,0.0077380193
4659,0.030096693
4660,0.051966257
4661,0.006709666
4662,0.028084585
4663,0.030096693
4664,0.07768964
4665,0.0077380193
4666,0.0108165145
4667,0.016945222
4668,0.016435947
4669,0.0061951503
4670,0.0061951503
4671,0.011840538
4672,0.19339432
4673,0.051966257
4674,0.100428715
4675,0.07288655
4676,0.62622327
4677,0.6626506
4678,0.019487824
4679,0.047531728
4680,0.27687803
4681,0.013374727
4682,0.009791323
4683,0.14530809
4684,0.31122437
4685,0.17791006
4686,0.030096693
4687,0.005680371
4688,0.053440146
4689,0.06806025
4690,0.2136738
4691,0.11668921
4692,0.1235779
4693,0.028084585
4694,0.18266684
4695,0.07432983
4696,0.014396137
4697,0.034108683
4698,0.008251741
4699,0.95837367
4700,0.0051653264
4701,0.009278392
4702,0.033107225
4703,0.013374727
4704,0.53800297
4705,0.034108683
4706,0.008765199
4707,0.09196197
4708,0.011840538
4709,0.006709666
4710,0.024553716
4711,0.012863516
4712,0.029091086
4713,0.016435947
4714,0.020503009
4715,0.009791323
4716,0.0504903
4717,0.11761041
4718,0.010304109
4719,0.06660788
4720,0.008765199
4721,0.005680371
4722,0.025563775
4723,0.08151553
4724,0.0072239153
4725,0.0041343225
4726,0.019487824
4727,0.015926413
4728,0.049505115
4729,0.08294654
4730,0.069993585
4731,0.16789038
4732,0.7443748
4733,0.011328658
4734,0.009278392
4735,0.49537766
4736,0.49190056
4737,0.049505007
4738,0.3150107
4739,0.027076954
4740,0.04307733
4741,0.069993585
4742,0.0051653264
4743,0.11207023
4744,0.011328658
4745,0.0061951503
4746,0.0077380193
4747,0.011328658
4748,0.50636184
4749,0.15821138
4750,0.08817593
4751,0.017454235
4752,0.17920966
4753,0.08151553
4754,0.03059906
4755,0.035608996
4756,0.009791323
4757,0.012352158
4758,0.16964023
4759,0.07481057
4760,0.028587965
4761,0.056870658
4762,0.01796299
4763,0.009278392
4764,0.35210687
4765,0.027076954
4766,0.017454235
4767,0.014396137
4768,0.03910123
4769,0.018979844
4770,0.026068423
4771,0.011328658
4772,0.019995546
4773,0.08151553
4774,0.051966257
4775,0.028084585
4776,0.009278392
4777,0.4639646
4778,0.0077380193
4779,0.009791323
4780,0.061264157
4781,0.21784753
4782,0.1524478
4783,0.0704763
4784,0.03460904
4785,0.28118744
4786,0.052949127
4787,0.05442146
4788,0.19595185
4789,0.08817593
4790,0.08342305
4791,0.012863516
4792,0.0041343225
4793,0.07432994
4794,0.10183283
4795,0.056870658
4796,0.6220625
4797,0.015926413
4798,0.009791323
4799,0.011840538
4800,0.008765199
4801,0.033107225
4802,0.06563834
4803,0.0077380193
4804,0.09007079
4805,0.18954554
4806,0.015926413
4807,0.022023978
4808,0.014396137
4809,0.009278392
4810,0.006709666
4811,0.024048187
4812,0.024553716
4813,0.020503009
4814,0.014396137
4815,0.11068044
4816,0.013374727
4817,0.0108165145
4818,0.46004948
4819,0.08151553
4820,0.11021675
4821,0.032104645
4822,0.100428715
4823,0.330759
4824,0.9379077
4825,0.08246979
4826,0.042084817
4827,0.024553716
4828,0.04851885
4829,0.10276791
4830,0.010304109
4831,0.0772104
4832,0.09714467
4833,0.1617419
4834,0.38117754
4835,0.27569944
4836,0.6998569
4837,0.40873858
4838,0.005680371
4839,0.36477187
4840,0.023036595
4841,0.08817593
4842,0.35755435
4843,0.08485133
4844,0.078647465
4845,0.92011404
4846,0.6273304
4847,0.30704275
4848,0.107429944
4849,0.17791006
4850,0.70677745
4851,0.30092895
4852,0.009278392
4853,0.05735975
4854,0.035109144
4855,0.027580958
4856,0.10510153
4857,0.32703188
4858,0.022023978
4859,0.008765199
4860,0.009278392
4861,0.0061951503
4862,0.011328658
4863,0.43823764
4864,0.03160303
4865,0.115767166
4866,0.32665828
4867,0.22944166
4868,0.124949895
4869,0.06951063
4870,0.042581197
4871,0.027076954
4872,0.026572816
4873,0.052949127
4874,0.009278392
4875,0.018979844
4876,0.013885563
4877,0.009791323
4878,0.24131013
4879,0.0077380193
4880,0.005680371
4881,0.026572816
4882,0.94638616
4883,0.23764186
4884,0.011840538
4885,0.030096693
4886,0.6926296
4887,0.004650017
4888,0.05245776
4889,0.005680371
4890,0.011328658
4891,0.0061951503
4892,0.16438167
4893,0.025058875
4894,0.008251741
4895,0.011840538
4896,0.028587965
4897,0.023542518
4898,0.017454235
4899,0.0036184806
4900,0.005680371
4901,0.021010218
4902,0.0036184806
4903,0.0051653264
4904,0.8502517
4905,0.5574678
4906,0.005680371
4907,0.051966257
4908,0.5407209
4909,0.011328658
4910,0.045059524
4911,0.28508916
4912,0.3994042
4913,0.02959396
4914,0.09996024
4915,0.015926413
4916,0.65595424
4917,0.5437319
4918,0.009278392
4919,0.0031023729
4920,0.10975284
4921,0.0051653264
4922,0.012352158
4923,0.018979844
4924,0.004650017
4925,0.030096693
4926,0.04654351
4927,0.0036184806
4928,0.005680371
4929,0.014396137
4930,0.97394216
4931,0.018471487
4932,0.0077380193
4933,0.8669294
4934,0.013885563
4935,0.025563775
4936,0.060289435
4937,0.08864996
4938,0.37407768
4939,0.026068423
4940,0.006709666
4941,0.027580958
4942,0.005680371
4943,0.035608996
4944,0.018471487
4945,0.035608996
4946,0.032104645
4947,0.006709666
4948,0.0051653264
4949,0.017454235
4950,0.07960447
4951,0.17051391
4952,0.0051653264
4953,0.010304109
4954,0.009791323
4955,0.64324313
4956,0.0108165145
4957,0.009278392
4958,0.011328658
4959,0.11392041
4960,0.015416503
4961,0.07816867
4962,0.03059906
4963,0.022023978
4964,0.013885563
4965,0.051966257
4966,0.32066354
4967,0.14709784
4968,0.073367864
4969,0.08151553
4970,0.8677995
4971,0.035608996
4972,0.010304109
4973,0.010304109
4974,0.0072239153
4975,0.008765199
4976,0.21032225
4977,0.56102043
4978,0.0051653264
4979,0.010304109
4980,0.010304109
4981,0.058337227
4982,0.5823629
4983,0.17487125
4984,0.0051653264
4985,0.095733844
4986,0.13041936
4987,0.10742984
4988,0.023542518
4989,0.028587965
4990,0.042581197
4991,0.10136501
4992,0.07912602
4993,0.008765199
4994,0.009278392
4995,0.03710718
4996,0.04357322
4997,0.011328658
4998,0.0108165145
4999,0.17834342
5000,0.019995546
5001,0.25223458
5002,0.053930923
5003,0.0077380193
5004,0.063696675
5005,0.027076954
5006,0.10463524
5007,0.004650017
5008,0.12312015
5009,0.022530414
5010,0.04999772
5011,0.0504903
5012,0.010304109
5013,0.013374727
5014,0.0041343225
5015,0.032606
5016,0.015416503
5017,0.12540692
5018,0.10696463
5019,0.17877658
5020,0.020503009
5021,0.011840538
5022,0.11114392
5023,0.036608074
5024,0.12905486
5025,0.104168735
5026,0.019995546
5027,0.1064992
5028,0.37905264
5029,0.05491176
5030,0.08817593
5031,0.14081974
5032,0.16482094
5033,0.016435947
5034,0.014396137
5035,0.012352158
5036,0.023036595
5037,0.24334213
5038,0.02959396
5039,0.014396137
5040,0.04059408
5041,0.031101173
5042,0.041091196
5043,0.0051653264
5044,0.03710718
5045,0.0061951503
5046,0.5352781
5047,0.0985534
5048,0.0025859985
5049,0.025058875
5050,0.027580958
5051,0.0051653264
5052,0.01796299
5053,0.0061951503
5054,0.006709666
5055,0.004650017
5056,0.013374727
5057,0.0036184806
5058,0.017454235
5059,0.103702016
5060,0.20147093
5061,0.344797
5062,0.0704763
5063,0.14888427
5064,0.023036595
5065,0.028084585
5066,0.15155807
5067,0.051966257
5068,0.19083023
5069,0.45184338
5070,0.04059408
5071,0.124949895
5072,0.0810381
5073,0.062724315
5074,0.035109144
5075,0.0108165145
5076,0.038104642
5077,0.76795673
5078,0.10276791
5079,0.0077380193
5080,0.009791323
5081,0.61536765
5082,0.017454235
5083,0.013885563
5084,0.059313864
5085,0.006709666
5086,0.041091196
5087,0.01490645
5088,0.08294654
5089,0.014396137
5090,0.1674525
5091,0.08389933
5092,0.45085418
5093,0.062724315
5094,0.03059906
5095,0.005680371
5096,0.0036184806
5097,0.004650017
5098,0.013885563
5099,0.014396137
5100,0.008251741
5101,0.1272326
5102,0.049505007
5103,0.03460904
5104,0.021010218
5105,0.0772104
5106,0.019487824
5107,0.011840538
5108,0.019487824
5109,0.11899073
5110,0.0031023729
5111,0.0072239153
5112,0.0061951503
5113,0.087227196
5114,0.015416503
5115,0.07432994
5116,0.19935182
5117,0.022023978
5118,0.0072239153
5119,0.013885563
5120,0.008765199
5121,0.0061951503
5122,0.016435947
5123,0.11068044
5124,0.05735975
5125,0.009278392
5126,0.1064992
5127,0.13856797
5128,0.005680371
5129,0.005680371
5130,0.017454235
5131,0.0051653264
5132,0.017454235
5133,0.04009671
5134,0.019487824
5135,0.004650017
5136,0.026572816
5137,0.011840538
5138,0.008765199
5139,0.012352158
5140,0.004650017
5141,0.027076954
5142,0.07960447
5143,0.0072239153
5144,0.035608996
5145,0.015416503
5146,0.10603356
5147,0.015926413
5148,0.0061951503
5149,0.027076954
5150,0.058825724
5151,0.069027334
5152,0.014396137
5153,0.0031023729
5154,0.011840538
5155,0.004650017
5156,0.08199283
5157,0.005680371
5158,0.031101173
5159,0.14843796
5160,0.023542518
5161,0.03610872
5162,0.0108165145
5163,0.021010218
5164,0.036608074
5165,0.08342305
5166,0.0051653264
5167,0.1670143
5168,0.5803361
5169,0.04654351
5170,0.04059408
5171,0.03610872
5172,0.006709666
5173,0.069027334
5174,0.0051653264
5175,0.020503009
5176,0.049505007
5177,0.016435947
5178,0.009278392
5179,0.013374727
5180,0.0077380193
5181,0.012863516
5182,0.042084817
5183,0.026572816
5184,0.024553716
5185,0.004650017
5186,0.011328658
5187,0.09101682
5188,0.06369657
5189,0.33410165
5190,0.08912376
5191,0.023036595
5192,0.013374727
5193,0.024553716
5194,0.015416503
5195,0.022023978
5196,0.01796299
5197,0.03059906
5198,0.011328658
5199,0.01490645
5200,0.0036184806
5201,0.008251741
5202,0.013374727
5203,0.012863516
5204,0.08959744
5205,0.049012054
5206,0.0061951503
5207,0.0061951503
5208,0.018471487
5209,0.009791323
5210,0.019995546
5211,0.021010218
5212,0.13991958
5213,0.0108165145
5214,0.01490645
5215,0.049012054
5216,0.009791323
5217,0.016945222
5218,0.13766578
5219,0.04456437
5220,0.009791323
5221,0.019995546
5222,0.021517284
5223,0.018979844
5224,0.01490645
5225,0.07384908
5226,0.07481057
5227,0.028084585
5228,0.02959396
5229,0.01490645
5230,0.020503009
5231,0.0072239153
5232,0.019995546
5233,0.027580958
5234,0.04307733
5235,0.015416503
5236,0.03910123
5237,0.0395991
5238,0.0051653264
5239,0.021010218
5240,0.013885563
5241,0.015416503
5242,0.0041343225
5243,0.008765199
5244,0.009791323
5245,0.016435947
5246,0.011328658
5247,0.029091086
5248,0.009278392
5249,0.012352158
5250,0.5419267
5251,0.48075566
5252,0.19339421
5253,0.09007079
5254,0.0395991
5255,0.05980177
5256,0.0077380193
5257,0.004650017
5258,0.0051653264
5259,0.021010218
5260,0.020503009
5261,0.0395991
5262,0.022023978
5263,0.013885563
5264,0.024048187
5265,0.052949127
5266,0.020503009
5267,0.14888427
5268,0.48682117
5269,0.015926413
5270,0.031101173
5271,0.015926413
5272,0.023542518
5273,0.047531728
5274,0.012863516
5275,0.005680371
5276,0.11068044
5277,0.013885563
5278,0.14709772
5279,0.0867524
5280,0.069027334
5281,0.07288655
5282,0.25303906
5283,0.063696675
5284,0.0810381
5285,0.03460904
5286,0.006709666
5287,0.053930923
5288,0.09526317
5289,0.04307733
5290,0.014396137
5291,0.021010218
5292,0.026572816
5293,0.031101173
5294,0.053440146
5295,0.026068423
5296,0.0072239153
5297,0.016945222
5298,0.047531728
5299,0.0061951503
5300,0.012863516
5301,0.028587965
5302,0.011328658
5303,0.022023978
5304,0.06563834
5305,0.41593924
5306,0.14486006
5307,0.021010218
5308,0.090543926
5309,0.01490645
5310,0.1272326
5311,0.03059906
5312,0.05491176
5313,0.0072239153
5314,0.009791323
5315,0.041091196
5316,0.008765199
5317,0.46494135
5318,0.13178213
5319,0.023542518
5320,0.0072239153
5321,0.07481057
5322,0.05735975
5323,0.13991958
5324,0.018471487
5325,0.010304109
5326,0.023036595
5327,0.5987171
5328,0.018471487
5329,0.0108165145
5330,0.009278392
5331,0.013374727
5332,0.008765199
5333,0.005680371
5334,0.012863516
5335,0.0051653264
5336,0.034108683
5337,0.07144105
5338,0.008251741
5339,0.0810381
5340,0.058337227
5341,0.0061951503
5342,0.6698322
5343,0.005680371
5344,0.03460904
5345,0.024048187
5346,0.0077380193
5347,0.032606
5348,0.13314302
5349,0.065153286
5350,0.028084585
5351,0.009791323
5352,0.31046516
